spelling	defined_meaning_id
ralentir	405823
décélérer	405823
décélérer	1258683
accélérer	341518
accélérer	405846
accélérer	405855
kalkutung	7779
biri	7780
kalarko	7781
manangkari	7783
kiribati	386806
gilbertin	386806
yandruwandha	8174
bic	406163
stylo à bille	406163
liquide	438576
solide	1575970
diesel	918
cebuano	392948
motiver	405650
métaphore	406388
Joyeux Noël	406430
Joyeuses Fêtes	406430
inuktitut	723887
caddie	406703
espérance	161765
semelle	407110
semelle	1139502
argentinosaure	407167
bureaucrate	407375
bureaucrate	407803
menace	343403
menace	343414
occasion	334946
occasion	407515
occasion	437893
seconde main	407515
berger	407557
berger	714669
pasteur	360272
pasteur	407557
dromadaire	407624
oreillon	407785
oreillons	407785
filtrer	402886
astronaute	407888
astronaute	407907
cosmonaute	407888
cosmonaute	407911
spationaute	407888
taïkonaute	407888
taïkonaute	407915
Joyeux Noël et bonne année	408083
crâneur	1240654
pédant	407175
censeur	407175
moralisateur	407175
pédagogue	407175
terre-plein central	368477
casserole	6086
marmite	361382
bouillotte	361374
pulpe	157679
pulpe	157681
pulpe	157684
pulpe	157963
chair de fruit	157963
peine	5813
peine	6858
peine	541549
peine	1575017
poney	408219
sentence	5813
queue de cheval	408251
bolduc	408321
ruban cadeau	408321
langue maternelle	408529
saumon	408626
libéralisme	408463
polarisation	407849
partie du discours	358760
communiste	408612
communiste	408616
chalemie	408861
lance	408915
truc	354584
truc	408922
machin	408922
trucmuche	408922
bidule	408922
interlingua	394716
navette	409035
superflu	409041
surabondant	409041
céder	409058
baisser la lance	409058
capituler	409058
sonnette	356360
sonnerie	356367
dehors	342558
élément lexical	402295
élément lexical	1121930
préposition	409140
occidental	409133
horaire	409832
indicateur horaire	409832
pronom	409716
conjonction de coordination	445429
article défini	409748
boule de Noël	410840
rajouter	7069
embêter	411203
importuner	411203
ennuyer	411203
compliqué	159359
compliqué	658518
compliqué	1230819
épineux	159359
épineux	411238
ardu	159359
ardu	519463
délicat	159359
délicat	672101
délicat	1040712
malaisé	159359
malaisé	431939
gentil	6622
gentil	159058
charmant	159058
agréable	6340
agréable	159058
ces	341549
médaille d'or	8419
salut	456861
salut	5581
salut	5582
salut	456285
salut	502116
salut	1421174
adieu	5582
adieu	456285
adieu	1420303
Islam	411511
catégorie grammaticale	358760
classe lexicale	358760
célibataire	371833
célibataire	411835
matou	411889
sangsue	412005
sangsue	1314473
goéland	412090
chaton	412693
chaton	1456189
chaton	1456251
chaton	1456265
éponymie	412981
écrou	7412
formulaire	5929
aptitude	5930
aptitude	373487
talent	5930
talent	373487
habileté	5930
instant	5957
instant	398832
fer à cheval	5949
sensé	5972
judicieux	5972
avisé	5972
significatif	5973
significatif	716398
non-officiellement	8273
nièce fraternelle	6823
nièce sororelle	6822
frère et sœur	6732
hajj	413571
recette	455630
recette	7172
périodique	687835
déterminant	517475
contraction	413755
contraction	971404
infusion	413782
tisane	413782
épeler	413739
gras	413833
gras	413823
gras	413848
gras	1243996
corpulent	413833
intimidant	413911
intimidant	413923
vindicatif	413945
vengeur	413945
revanchard	413945
assoiffé de vengeance	413945
euphémisme	414008
annotation	154498
annotation	402003
annotation	414038
annotation	958395
La Mecque	414212
Rhénanie du Nord/Westphalie	414383
hapax	414461
apax	414461
Saxe-Anhalt	414530
Brandebourg	414546
Hesse	414556
otage	414682
durable	734217
poignée de main	414821
cafard	646
sérénade	414955
ouverture	691234
ouverture	841509
ouverture	841525
airbag	159787
neige artificielle	415376
codes ISO 639-1	415364
codes ISO 639-1	450123
pizza	415411
allemand autrichien	378778
allemand autrichien	841899
résolution du nouvel an	415324
smiley	379420
or noir	2761
émoticône	379420
disque dur	415548
fauteuil roulant	415640
bichlamar	383623
chamorro	394576
castillan	5692
féroïen	395677
féringien	395677
exécuter	415806
exécuter	524413
mannois	384897
exécution	8249
exécution	415802
exécution	436783
gibet	415979
dernier repas	416031
potence	415979
guillotine	416047
stroopwafel	416301
lignée	351040
lignée	1188008
sémiologie	416414
sémiologie	803684
arnaquer	416521
escroquer	416521
blouser	416521
duper	416521
entuber	416521
truander	416521
diamant	416537
diamant	416544
langue isolée	344153
vin mousseux	416778
la Cène	416756
stylistique	416840
jazz	403266
Basse-Saxe	416994
changement d'année	416733
mélodie	417054
réveillon	404220
bonne année	407250
Ankara	417592
Astana	417610
Asmara	417604
Addis-Abeba	417572
Buenos Aires	417652
onomastique	417890
aphasiologie	417878
accent	7475
accent	7476
accent	7477
accent	417937
bachkir	394494
Abkhazie	417363
moufle	417979
Belmopan	417634
prédicat	382075
quotidien	418265
quotidien	442299
quotidien	1057614
Bamako	417616
chatouiller	418673
élection	418784
élection	432997
élection	1488304
compromis	419023
coiffeur	419141
coiffeur	1037086
rond-point	419199
sens giratoire	419199
ceinture	344311
ceinture	487701
ceinture	692019
cigarette	419443
dialogue	419546
sans domicile fixe	419581
SDF	419581
sans abri	419581
itinérant	6515
itinérant	6516
itinérant	419581
itinérant	703396
clochard	419581
s'engager	419701
nouille	419869
révélation	386741
révélation	419910
révélation	419935
calligraphie	419998
œil au beurre noir	419951
impression	420069
impression	716483
impression	960256
cigare	420273
gland	419370
gland	959188
génome	420374
fléau	420450
marché noir	8452
élargissement de l'Union européenne	420609
fesses	356264
fessier	356264
miches	356264
baiser avec la langue	420730
baiser amoureux	420730
baiser florentin	420730
baiser lingual	420730
patin	420730
patin	1478081
bisou avec la langue	420730
chambre d'amis	421045
chambre d'hôtes	421045
chambre des invités	421045
interdit	421160
amiral	383030
sanglot	421651
sangloter	421659
agriculteur	421671
cultivateur	421671
futhark germanique	420938
futhark original nordique	420938
futhark initial	420938
bourrelet	421812
bourrelet de graisse	421812
sérieux	7426
sérieux	421882
sérieux	421905
allocation chômage	421937
frais et dispos	421953
bien éveillé	421953
à moitié réveillé	421971
réveillé	353802
somnolent	422008
quatre-vingt-dix	7023
quatre-vingt	7022
talon	422122
rat	6353
rat	6233
rat	918917
anneau non-associatif	384096
étape	5666
épreuve	5667
croûton	417477
coude	422180
petit doigt	6772
limettier	710448
chausson	422868
pantoufle	422868
adhérence	422908
masculin	6396
masculin	423245
saumure	423332
vinaigre	423392
illusion tactile	423506
eau sursalée	423332
courgette	423541
tomate	423688
cornichon	423514
accusatif	423325
américain	383445
américain	525094
Américaine	424323
Américaine	473319
Américain	404883
Américain	424318
Américain	473291
dors bien	7629
rester	423795
rester	482507
dévorer	423884
perception	423928
trolleybus	423982
observation	423944
observation	842329
aérodynamique	424117
aérodynamique	760977
carotte	424192
verbe modal	424220
mot de salutation	423852
transformation	424158
singulier	424630
singulier	872465
coupure de courant	6841
coupure	6841
panne de courant	6841
panne électrique	6841
duel	424673
coupure électrique	6841
castrat	424865
acquitter	424928
lâcheté	425046
courage	424986
cloporte	425097
ligie	426256
Soleil	5850
frire	425934
mondial	8505
mondial	721297
photographier	161641
empoisonner	375765
ballon de gymnastique	426075
continuité	426071
acquiescer	425803
acquiescer	746465
magicien	353553
mage	353553
opposant	413888
adversaire	413888
adversaire	488225
buisson	6933
cohésion	692347
sachet de thé	426208
écran d'ordinateur	426227
écran	426227
moniteur d'ordinateur	426227
moniteur	426227
usuel	347529
usuel	1024112
poux de mer	426256
compte à rebours	426425
compter à rebours	426430
offensif	426513
offensif	886594
offensant	426462
blessant	426462
injurieux	426462
insultant	426462
offensive	354137
offensive	426468
effondrement	7180
effondrement	709213
subsidence	7180
trafiquer	8453
troquer	506398
troquer	8454
rosaire	426631
rosaire	426642
fascinant	426713
fascinant	907094
conjonction	409621
conjonction	882414
conjonction	968606
subordonnant	415251
coordonnant	445429
réveil	426747
réveille-matin	426747
aubier	426790
flèche	420887
flèche	837696
Lagonegro	426967
arc	372193
arc	372196
arc	372199
arc	427040
ravi	427394
groupe fonctionnel	427527
aldéhyde	427547
acide carboxylique	427589
graviton	427675
glucide	483
glucide	6140
modeste	428057
dyslexie	428063
sourd	428203
polyamide	428388
année bissextile	428434
igné	428534
OTAN	7702
Organisation du traité de l'Atlantique Nord	7702
l'un l'autre	428756
réciproquement	428756
mutuellement	428756
baobab	428797
conjointement	428830
par conséquent	340873
par conséquent	428894
en conséquence	340873
en conséquence	428894
ambigu	428913
olfactif	429046
univoque	428950
à double sens	428913
à double sens	428935
équivoque	428913
embrassable	429059
constamment	6902
constamment	6903
arbrisseau	3414
olfaction	429082
odorat	429082
abandonné	429253
déluge	429288
sanskrit	429470
obstacle	429132
obstacle	765911
empêchement	429132
empêchement	765911
fair use	429241
à son tour	427299
aciérie	429231
créditer	429245
fonder	355709
fonder	668094
baser	355709
baser	355712
acquisition	429333
acquisition	429368
acquisition	445696
table de chevet	429340
pronom interrogatif	410294
référendum	429645
brumeux	429746
lavage de cerveau	429813
pronom relatif	410175
anarchiste	408604
financer	429740
les doigts dans le nez	429921
dégagé	429929
articulation	430011
articulation	1391765
précédent	430235
précédent	471102
adaptation	430061
adaptation	657155
ajustement	378152
ajustement	378157
ajustement	430061
aménagement	430061
mise à jour	430161
refroidissement éolien	430392
cliché	340224
cliché	430437
forgeron	430574
moderne	6416
moderne	430671
statue	430779
album	430742
album	430745
contemporain	430671
contemporain	447623
contemporain	833658
supernova	431088
agence	839786
apartheid	431433
hygromètre	431574
illusion haptique	423506
billet	431688
billet	869409
ticket	431688
ancien	525086
ancien	658726
venteux	431842
intimider	431953
vache	432006
vache	1377873
mâle	6395
mâle	6400
taureau	432142
entrepôt	6011
entrepôt	432356
entrepôt	439541
analyste	432471
dédoubler	432731
enchères	432802
vente aux enchères	432802
débiter	430105
débiter	1415904
débiter	1415921
ourse	433187
enchérisseur	433090
énigme	433216
nepâlbhâsa	433280
escroquerie	433309
analphabète	433443
asile	433499
asile	502101
anguille	433736
abaque	433756
boulier	433756
tailloir	433759
allée	433807
avenue	433807
poignée de porte	433590
refuge	433499
refuge	502101
refuge	506215
insinuer	433382
loquet	433601
audience	433609
annuellement	433722
partisan	433830
ou	433943
adultère	383985
adéquat	6651
croyance	431921
croyance	431924
croyance	439508
bassin de drainage	7181
salir	434212
encrasser	434212
cochonner	434212
se salir	434221
s'encrasser	434221
bipède	434260
bipède	893231
unijambiste	434269
octopode	434253
pointer	8546
pointe	8545
pointe	1029601
bruine	434291
crachin	434291
bruiner	434313
enchanté	427394
ail	434345
embouteiller	366514
vengeance	156197
vengeance	1575145
vengeance	1575148
requête	434628
requête	955342
requête	955346
approvisionnement	434694
utilisation	434671
tasse à thé	435142
usage	434671
approche	4506
approche	434681
assigner	434731
assigner	651804
assigner	829630
allouer	434731
allouer	455715
allouer	799641
octroyer	434731
chèque	434769
ambitieux	434739
abdominaux	435186
allié	5794
chêne-liège	435292
mémoire	435393
mémoire	487783
anticipation	435764
absolument	435808
vigilant	435889
concert	435939
chute de neige	435930
sans neige	435920
avoir un trou de mémoire	356813
inverse	436297
mouchoir	436343
serviette	436437
serviette	512505
oui, mais	8088
hmm	8088
dépoussiéreur par voie humide	7307
utilisabilité	436626
accès	346740
Gaborone	417665
bandage	437008
pansement	437008
lettre de motivation	437070
année scolaire	7657
année scolaire	834638
évasif	437145
modification	437168
modification	437385
modification	1385959
apparemment	437334
Martinique	437433
agressif	437530
agressif	886594
à bout de souffle	437687
dard	405730
aiguillon	405730
maria	156066
maria	156564
colonne vertébrale	348411
colonne vertébrale	491842
rachis	348411
rachis	1421059
un peu	5520
un peu	904463
Espagnole	5866
à travers	383113
turquoise	437806
turquoise	437817
turquoise	437839
dépendance	437821
dépendance	1047372
dépendance	1088255
addiction	437821
addiction	1047372
addiction	1088255
bureau de voyage	437771
agence de voyage	437771
agence de voyages	437771
minime	347396
agence immobilière	437879
bed and breakfast	437802
banquier	437919
banqueroute	437948
calendrier	438072
tonga	156739
tonga	374363
bali	159289
bali	590062
bali	671145
e	159651
kjang e	159651
kam-tai	159651
be-tai	159651
tai-sek	159651
hausawa	6750
hausa	6750
abakwariga	6750
mgbakpa	6750
habe	6750
kado	6750
kado	159707
chickasaw	160132
affaire	437893
affaire	761840
affaire	761848
affaire	1025808
marchander	437905
négocier	437905
négocier	479559
mixture	438028
mixtion	438028
découverte	438055
percée	438055
percée	438060
grandement	356488
plaque	357168
plaque	730404
plaque	730441
plaque	836422
panneau	357171
panneau	730555
panneau	1267620
panneau d'affichage	357171
panneau d'affichage	886479
embarquer	357187
tableau de contrôle	357193
panneau de contrôle	357193
isorel	5635
baigner	354256
pull	438322
pullover	438322
chandail	438322
divertissement	6344
distraction	6344
distraction	1235755
espèces	438576
incorrigible	438641
désir de mourir	438703
ébauche	438673
Le Caire	438550
besoin d'amour	438713
en manque d'amour	438718
onirique	438722
comédien	438810
cholestérol	438873
évasivement	439223
attaque suicide	438350
haltère	439243
ministre des affaires étrangères	439261
ligne centrale	439324
largeur	6175
objet de haine	6586
peser	6653
méditer	6653
méditer	8499
gâcher	439365
bousiller	439365
pourrir	439365
pourrir	1062259
saloper	439365
cholestérine	438873
accomplissement	364783
accomplissement	439439
désireux	439482
désireux	448081
kamikaze	439624
kamikaze	439627
kamikaze	439630
acceptation	439508
académie	355808
atelier	439541
capital réel	439586
caractère distinctif	5664
compartiment de coffre-fort	439642
coffre bancaire	439642
abhorrer	439906
abhorrer	693455
designer	440000
concepteur	440000
psychromètre	439958
démocratique	440157
démocratique	1044546
diplomate	440185
H5N1	440383
malicieux	349610
amical	6622
à chaque	7897
pour chaque	7897
à chacun	7897
pour chacun	7897
marier	8234
marier	8236
épouser	7570
épouser	8234
marée basse	440739
député	440341
député	871560
fouetter	158334
fouetter	440267
fouetter	440285
fouetter	440334
flageller	440267
flageller	440334
surdose	440820
overdose	440820
en permanence	6902
en permanence	6903
perpétuellement	6902
incessant	440920
continu	440920
permanent	440920
constant	440920
continuel	440920
des jours	440960
des semaines	440967
des heures	440974
des minutes	440981
des secondes	440988
des mois	440995
des années	441002
des décennies	441009
des dizaines d'années	441009
des siècles	441020
des centaines d'années	441020
des nuits	441048
vertige	441065
attentat-suicide	438350
attentat suicide	438350
bâiller	441371
prouver	441760
rabais	441795
terrain	441661
terrain	1407488
terrain	1407736
remise	6011
remise	441795
réduction	3136
réduction	441795
réduction	494131
réduction	716137
réduction	716161
réduction	732829
orthographe	442168
peine contractuelle	442374
déclaration	442577
déficit	1038627
